Destination,Region,Country,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,GDP(billion euros),GDP per capita,Tourist_rank,Safty_Rank,Season,Tourism_Suitable_Percentage,Weather_Rank,Recommendation_Score,Avg_Rank,T1,S2,W3
Bad Gastein,Salzburg,Austria,Town,47.320594,13.426595,200000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A spa town known for its hot springs, skiing, and outdoor activities.","Bad Gastein is famous for its thermal baths, offering relaxation and wellness in the Alps.",,,25,1,Spring,0.315217391,21,8,0.517547893,0.827586207,0,0.740740741
Bad Gastein,Salzburg,Austria,Town,47.320594,13.426595,200000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A spa town known for its hot springs, skiing, and outdoor activities.","Bad Gastein is famous for its thermal baths, offering relaxation and wellness in the Alps.",,,25,1,Summer,0.4375,14,15,0.431992337,0.827586207,0,0.481481481
Bad Gastein,Salzburg,Austria,Town,47.320594,13.426595,200000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A spa town known for its hot springs, skiing, and outdoor activities.","Bad Gastein is famous for its thermal baths, offering relaxation and wellness in the Alps.",,,25,1,Winter,0.428240741,23,6,0.541992337,0.827586207,0,0.814814815
Braga,Braga,Portugal,City,41.537114,-8.422754,200000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Roman ruins, baroque architecture, and beautiful scenery.",,,,25,1,Autumn,0.753205128,1,28,0.273103448,0.827586207,0,0
Braga,Braga,Portugal,City,41.537114,-8.422754,200000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Roman ruins, baroque architecture, and beautiful scenery.",,,,25,1,Spring,0.846014493,1,28,0.273103448,0.827586207,0,0
Braga,Braga,Portugal,City,41.537114,-8.422754,200000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Roman ruins, baroque architecture, and beautiful scenery.",,,,25,1,Summer,0.429800725,15,14,0.444214559,0.827586207,0,0.518518519
Braga,Braga,Portugal,City,41.537114,-8.422754,200000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Roman ruins, baroque architecture, and beautiful scenery.",,,,25,1,Winter,0.933796296,6,23,0.334214559,0.827586207,0,0.185185185
Visby,Gotland County,Sweden,City,57.744674,18.285443,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Medieval walled city known for ruins and summer festivals.,"A medieval walled city on the island of Gotland, known for its ruins, cobblestone streets, and summer festivals.",,32215,25,1,Autumn,0.264194139,26,3,0.578659004,0.827586207,0,0.925925926
Visby,Gotland County,Sweden,City,57.744674,18.285443,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Medieval walled city known for ruins and summer festivals.,"A medieval walled city on the island of Gotland, known for its ruins, cobblestone streets, and summer festivals.",,32215,25,1,Spring,0.222826087,26,3,0.578659004,0.827586207,0,0.925925926
Visby,Gotland County,Sweden,City,57.744674,18.285443,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Medieval walled city known for ruins and summer festivals.,"A medieval walled city on the island of Gotland, known for its ruins, cobblestone streets, and summer festivals.",,32215,25,1,Summer,0.191123188,24,5,0.554214559,0.827586207,0,0.851851852
Visby,Gotland County,Sweden,City,57.744674,18.285443,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Medieval walled city known for ruins and summer festivals.,"A medieval walled city on the island of Gotland, known for its ruins, cobblestone streets, and summer festivals.",,32215,25,1,Winter,0.468981481,20,9,0.505325671,0.827586207,0,0.703703704
Rabat,Northern Region,Malta,Town,35.879444,14.463056,200000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,A historic town known for its Roman catacombs and Mdina Glass Museum.,,,,25,1,,,14,,0.431992337,0.827586207,0,0.481481481
Mosta,Central Region,Malta,Town,35.871944,14.451389,200000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A town known for its Rotunda of Mosta, one of the largest unsupported domes in the world.",,,,25,1,,,14,,0.431992337,0.827586207,0,0.481481481
Akureyri,North Iceland,Iceland,City,65.668611,-18.081389,200000,Icelandic króna (ISK),Protestant,"Fish, Lamb, Skyr",Icelandic,Spring (May-June) or Fall (Sep-Oct),Medium,Generally safe,"The largest city in North Iceland, known for its botanical garden and winter activities.",,,,25,1,,,14,,0.431992337,0.827586207,0,0.481481481
Uppsala,Uppsala County,Sweden,City,59.858134,17.638943,150000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"University city known for cathedral, castle, and museums.","A university city known for its cathedral, castle, and museums.",12.08071,40970,26,1,Autumn,0.264194139,26,3,0.590038314,0.862068966,0,0.925925926
Uppsala,Uppsala County,Sweden,City,59.858134,17.638943,150000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"University city known for cathedral, castle, and museums.","A university city known for its cathedral, castle, and museums.",12.08071,40970,26,1,Spring,0.222826087,26,3,0.590038314,0.862068966,0,0.925925926
Uppsala,Uppsala County,Sweden,City,59.858134,17.638943,150000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"University city known for cathedral, castle, and museums.","A university city known for its cathedral, castle, and museums.",12.08071,40970,26,1,Summer,0.191123188,24,5,0.56559387,0.862068966,0,0.851851852
Uppsala,Uppsala County,Sweden,City,59.858134,17.638943,150000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium,Generally safe,"University city known for cathedral, castle, and museums.","A university city known for its cathedral, castle, and museums.",12.08071,40970,26,1,Winter,0.468981481,20,9,0.516704981,0.862068966,0,0.703703704
Coimbra,Coimbra,Portugal,City,40.205978,-8.410443,150000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"University city known for its historic center, beautiful architecture, and lively atmosphere.",,9.305,21306,26,1,Autumn,0.753205128,1,28,0.284482759,0.862068966,0,0
Coimbra,Coimbra,Portugal,City,40.205978,-8.410443,150000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"University city known for its historic center, beautiful architecture, and lively atmosphere.",,9.305,21306,26,1,Spring,0.846014493,1,28,0.284482759,0.862068966,0,0
Coimbra,Coimbra,Portugal,City,40.205978,-8.410443,150000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"University city known for its historic center, beautiful architecture, and lively atmosphere.",,9.305,21306,26,1,Summer,0.429800725,15,14,0.45559387,0.862068966,0,0.518518519
Coimbra,Coimbra,Portugal,City,40.205978,-8.410443,150000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"University city known for its historic center, beautiful architecture, and lively atmosphere.",,9.305,21306,26,1,Winter,0.933796296,6,23,0.34559387,0.862068966,0,0.185185185
Kiruna,Norrbotten County,Sweden,City,67.853244,20.236394,100000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city, known for mining industry and winter activities.","The northernmost city in Sweden, located above the Arctic Circle, and known for its mining industry and winter activities.",,,27,1,Autumn,0.264194139,26,3,0.601417624,0.896551724,0,0.925925926
Kiruna,Norrbotten County,Sweden,City,67.853244,20.236394,100000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city, known for mining industry and winter activities.","The northernmost city in Sweden, located above the Arctic Circle, and known for its mining industry and winter activities.",,,27,1,Spring,0.222826087,26,3,0.601417624,0.896551724,0,0.925925926
Kiruna,Norrbotten County,Sweden,City,67.853244,20.236394,100000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city, known for mining industry and winter activities.","The northernmost city in Sweden, located above the Arctic Circle, and known for its mining industry and winter activities.",,,27,1,Summer,0.191123188,24,5,0.57697318,0.896551724,0,0.851851852
Kiruna,Norrbotten County,Sweden,City,67.853244,20.236394,100000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city, known for mining industry and winter activities.","The northernmost city in Sweden, located above the Arctic Circle, and known for its mining industry and winter activities.",,,27,1,Winter,0.468981481,20,9,0.528084291,0.896551724,0,0.703703704
Namur,Namur,Belgium,City,50.467063,4.886067,100000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its impressive citadel, art museums, and scenic views.",Namur serves as the capital of Wallonia and offers rich history alongside beautiful riverside landscapes.,,,27,1,Autumn,0.529761905,9,20,0.393639847,0.896551724,0,0.296296296
Namur,Namur,Belgium,City,50.467063,4.886067,100000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its impressive citadel, art museums, and scenic views.",Namur serves as the capital of Wallonia and offers rich history alongside beautiful riverside landscapes.,,,27,1,Spring,0.436594203,10,19,0.405862069,0.896551724,0,0.333333333
Namur,Namur,Belgium,City,50.467063,4.886067,100000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its impressive citadel, art museums, and scenic views.",Namur serves as the capital of Wallonia and offers rich history alongside beautiful riverside landscapes.,,,27,1,Summer,0.38134058,17,12,0.491417624,0.896551724,0,0.592592593
Namur,Namur,Belgium,City,50.467063,4.886067,100000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its impressive citadel, art museums, and scenic views.",Namur serves as the capital of Wallonia and offers rich history alongside beautiful riverside landscapes.,,,27,1,Winter,0.846759259,10,19,0.405862069,0.896551724,0,0.333333333
Montreux,Vaud,Switzerland,Town,46.520278,6.923611,100000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Known for jazz festival and scenic vineyards.,"A town on Lake Geneva, known for its jazz festival, vineyards, and beautiful scenery.",54.0531,66737.5,27,1,Autumn,0.412545788,21,8,0.540306513,0.896551724,0,0.740740741
Montreux,Vaud,Switzerland,Town,46.520278,6.923611,100000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Known for jazz festival and scenic vineyards.,"A town on Lake Geneva, known for its jazz festival, vineyards, and beautiful scenery.",54.0531,66737.5,27,1,Spring,0.259057971,24,5,0.57697318,0.896551724,0,0.851851852
Montreux,Vaud,Switzerland,Town,46.520278,6.923611,100000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Known for jazz festival and scenic vineyards.,"A town on Lake Geneva, known for its jazz festival, vineyards, and beautiful scenery.",54.0531,66737.5,27,1,Summer,0.338315217,19,10,0.515862069,0.896551724,0,0.666666667
Montreux,Vaud,Switzerland,Town,46.520278,6.923611,100000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Known for jazz festival and scenic vineyards.,"A town on Lake Geneva, known for its jazz festival, vineyards, and beautiful scenery.",54.0531,66737.5,27,1,Winter,0.463888889,21,8,0.540306513,0.896551724,0,0.740740741
Marsaskala,Southern Region,Malta,Town,35.728333,14.569167,100000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A coastal town with beautiful beaches, historical sites, and a relaxed atmosphere.",,,,27,1,,,19,,0.515862069,0.896551724,0,0.666666667
Flåm,Vestland,Norway,Village,60.730556,7.024444,50000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Picturesque village known for its scenic train journey and fjord cruises.,"A picturesque village at the end of the Flåm Valley, known for its scenic train journey and fjord cruises.",,,28,1,Autumn,0.125457875,28,1,0.637241379,0.931034483,0,1
Flåm,Vestland,Norway,Village,60.730556,7.024444,50000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Picturesque village known for its scenic train journey and fjord cruises.,"A picturesque village at the end of the Flåm Valley, known for its scenic train journey and fjord cruises.",,,28,1,Spring,0.148097826,28,1,0.637241379,0.931034483,0,1
Flåm,Vestland,Norway,Village,60.730556,7.024444,50000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Picturesque village known for its scenic train journey and fjord cruises.,"A picturesque village at the end of the Flåm Valley, known for its scenic train journey and fjord cruises.",,,28,1,Summer,0.046648551,27,2,0.625019157,0.931034483,0,0.962962963
Flåm,Vestland,Norway,Village,60.730556,7.024444,50000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Picturesque village known for its scenic train journey and fjord cruises.,"A picturesque village at the end of the Flåm Valley, known for its scenic train journey and fjord cruises.",,,28,1,Winter,0.280092593,27,2,0.625019157,0.931034483,0,0.962962963
Gruyères,Fribourg,Switzerland,Town,46.522222,7.034722,50000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Medieval town known for Gruyère cheese and castle.,"A charming medieval town known for its Gruyère cheese, castle, and chocolate factory.",18.221,56299.85,28,1,Autumn,0.412545788,21,8,0.551685824,0.931034483,0,0.740740741
Gruyères,Fribourg,Switzerland,Town,46.522222,7.034722,50000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Medieval town known for Gruyère cheese and castle.,"A charming medieval town known for its Gruyère cheese, castle, and chocolate factory.",18.221,56299.85,28,1,Spring,0.259057971,24,5,0.588352491,0.931034483,0,0.851851852
Gruyères,Fribourg,Switzerland,Town,46.522222,7.034722,50000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","French, German",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Medieval town known for Gruyère cheese and castle.,"A charming medieval town known for its Gruyère cheese, castle, and chocolate factory.",18.221,56299.85,28,1,Summer,0.338315217,19,10,0.527241379,0.931034483,0,0.666666667
